date,kospi_close,kospi_vol,kospi_var,kospi-50_close,kospi-50_vol,kospi-50_var,kosdaq_close,kosdaq_vol,kosdaq_var,us-30_close,us-30_vol,us-30_var,us-spx-500_close,us-spx-500_vol,us-spx-500_var,nasdaq-composite_close,nasdaq-composite_vol,nasdaq-composite_var,smallcap-2000_close,smallcap-2000_vol,smallcap-2000_var,volatility-s-p-500_close,volatility-s-p-500_vol,volatility-s-p-500_var,s-p-tsx-composite_close,s-p-tsx-composite_vol,s-p-tsx-composite_var,bovespa_close,bovespa_vol,bovespa_var,ipc_close,ipc_vol,ipc_var,germany-30_close,germany-30_vol,germany-30_var,uk-100_close,uk-100_vol,uk-100_var,france-40_close,france-40_vol,france-40_var,eu-stoxx50_close,eu-stoxx50_vol,eu-stoxx50_var,netherlands-25_close,netherlands-25_vol,netherlands-25_var,spain-35_close,spain-35_vol,spain-35_var,it-mib-40_close,it-mib-40_vol,it-mib-40_var,switzerland-20_close,switzerland-20_vol,switzerland-20_var,psi-20_close,psi-20_vol,psi-20_var,bel-20_close,bel-20_vol,bel-20_var,atx_close,atx_vol,atx_var,omx-stockholm-30_close,omx-stockholm-30_vol,omx-stockholm-30_var,mcx_close,mcx_vol,mcx_var,rtsi_close,rtsi_vol,rtsi_var,wig-20_close,wig-20_vol,wig-20_var,hungary-stock-market_close,hungary-stock-market_vol,hungary-stock-market_var,ise-100_close,ise-100_vol,ise-100_var,ta25_close,ta25_vol,ta25_var,tasi_close,tasi_vol,tasi_var,japan-ni225_close,japan-ni225_vol,japan-ni225_var,aus-200_close,aus-200_vol,aus-200_var,shanghai-composite_close,shanghai-composite_vol,shanghai-composite_var,szse-component_close,szse-component_vol,szse-component_var,ftse-china-a50_close,ftse-china-a50_vol,ftse-china-a50_var,dj-shanghai_close,dj-shanghai_vol,dj-shanghai_var,hang-sen-40_close,hang-sen-40_vol,hang-sen-40_var,taiwan-weighted_close,taiwan-weighted_vol,taiwan-weighted_var,thailand-set_close,thailand-set_vol,thailand-set_var,idx-composite_close,idx-composite_vol,idx-composite_var,s-p-cnx-nifty_close,s-p-cnx-nifty_vol,s-p-cnx-nifty_var,sensex_close,sensex_vol,sensex_var,vn-30_close,vn-30_vol,vn-30_var
2021-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.28,15.49M,-0.27,8874.90,242.17M,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,3085.90,1.33B,-2.03,2955.90,108.20M,-2.34,964.44,1.84B,-1.62,30814.26,440.02M,-0.57,3768.25,-,-0.72,12998.50,1.26B,-0.87,2123.20,-,-1.49,24.34,-,4.69,17909.03,272.44M,-0.27,120349,9.39M,-2.54,45892.28,153.12M,-0.39,13787.73,96.85M,-1.44,6735.71,740.67M,-0.97,5611.69,127.62M,-1.22,3599.55,39.02M,-1.15,651.73,113.44M,-0.75,8230.70,251.31M,-1.69,22381.35,434.29M,-1.13,10877.06,78.56M,0.24,5038.24,74.09M,-1.51,3715.69,29.90M,-0.66,2947.96,4.64M,-1.52,1954.70,76.08M,-0.89,3450.95,-,-1.14,1474.28,-,-1.75,1985.68,31.25M,-2.27,44204.45,-,-1.50,1524.49,4.76B,-1.43,,,,,,,28519.18,741.16M,-0.62,6715.40,592.99M,0.00,3566.38,32.46B,0.01,15031.70,17.87B,-0.25,18497.51,-,0.34,537.32,-,0.03,28573.86,4.49B,0.27,15616.39,6.42B,-0.58,1519.13,29.71B,-1.10,6373.41,26.23B,-0.85,14433.70,789.56B,-1.11,49034.67,14.69M,-1.11,1182.20,211.72K,1.13
2021-01-14,3149.93,1.23B,0.05,3026.86,114.88M,-0.41,980.29,1.74B,0.12,30991.52,429.70M,-0.22,3795.54,-,-0.38,13112.64,1.21B,-0.12,2155.35,-,2.05,23.25,-,4.68,17958.09,300.84M,0.13,123481,8.97M,1.27,46070.91,194.12M,0.72,13988.70,75.54M,0.35,6801.96,674.89M,0.84,5681.14,104.62M,0.33,3641.37,35.17M,0.69,656.66,87.98M,1.91,8372.40,196.76M,0.14,22637.72,405.19M,-0.47,10850.81,45.42M,0.04,5115.55,54.18M,0.47,3740.26,24.25M,0.39,2993.42,3.73M,0.91,1972.22,84.70M,0.51,3490.85,-,0.59,1500.58,-,0.93,2031.71,25.10M,0.41,44876.42,-,0.43,1546.60,4.81B,-0.81,1593.64,46.62M,0.50,8898.68,222.49M,-0.18,28698.26,819.13M,0.85,6715.30,562.38M,0.43,3565.90,34.77B,-0.91,15070.13,20.11B,-1.92,18435.65,-,-2.23,537.14,-,-1.33,28496.86,3.21B,0.93,15707.19,5.57B,-0.40,1535.98,27.06B,-0.73,6428.31,34.48B,-0.11,14595.60,620.19B,0.21,49584.16,24.47M,0.19,1168.99,229.62K,0.38
2021-01-13,3148.29,1.58B,0.71,3039.42,135.49M,0.74,979.13,1.64B,0.56,31060.47,415.14M,-0.03,3809.84,-,0.23,13128.95,1.27B,0.43,2111.97,-,-0.75,22.21,-,-4.80,17934.74,240.88M,-0.28,121933,10.29M,-1.67,45740.15,180.41M,-0.46,13939.71,70.60M,0.11,6745.52,619.31M,-0.13,5662.67,109.76M,0.21,3616.51,27.86M,0.12,644.38,87.58M,0.12,8361.10,206.41M,0.18,22743.65,388.25M,0.43,10846.88,47.46M,-0.26,5091.61,69.48M,-0.69,3725.66,26.40M,-0.11,2966.33,3.81M,0.07,1962.26,68.93M,0.19,3470.26,-,-0.04,1486.77,-,0.12,2023.36,38.72M,-1.00,44684.36,-,0.99,1559.28,4.88B,0.63,1585.75,49.90M,0.87,8914.29,257.00M,0.34,28456.59,708.57M,1.04,6686.60,550.26M,0.11,3598.65,38.81B,-0.27,15365.43,21.94B,-0.61,18856.71,-,-0.60,544.36,-,-0.57,28235.60,3.56B,-0.15,15769.98,5.90B,1.74,1547.31,28.54B,0.48,6435.21,34.30B,0.62,14564.85,873.96B,0.01,49492.32,27.17M,-0.05,1164.57,187.36K,-0.38
2021-01-12,3125.95,1.39B,-0.71,3017.03,159.56M,-0.85,973.72,1.74B,-0.30,31068.69,362.87M,0.19,3801.19,-,0.04,13072.43,1.25B,0.28,2127.96,-,1.77,23.33,-,-3.11,17985.80,244.49M,0.29,123998,8.95M,0.60,45951.77,201.07M,-0.96,13925.06,75.79M,-0.08,6754.11,648.16M,-0.65,5650.97,73.94M,-0.20,3612.13,33.48M,-0.23,643.58,88.75M,0.18,8345.90,207.30M,-0.14,22646.07,459.40M,-0.33,10875.25,56.74M,0.04,5126.95,102.68M,-0.21,3729.83,30.50M,0.53,2964.18,4.05M,0.74,1958.62,76.77M,0.88,3471.65,-,-0.31,1484.96,-,1.25,2043.73,25.29M,-1.12,44246.56,-,-1.05,1549.53,5.17B,0.87,1572.07,39.11M,0.60,8884.46,221.95M,0.17,28164.34,788.40M,0.09,6679.10,503.61M,-0.27,3608.34,32.34B,2.18,15460.03,20.30B,2.28,18970.43,-,2.98,547.46,-,2.42,28276.75,3.40B,1.32,15500.70,6.40B,-0.36,1539.85,24.36M,0.22,6395.67,27.96B,0.20,14563.45,929.57B,0.54,49517.11,12.68M,0.50,1169.03,202.52K,0.48
2021-01-11,3148.45,1.71B,-0.12,3042.89,245.83M,0.37,976.63,2.20B,-1.13,31008.69,363.79M,-0.29,3799.61,-,-0.66,13036.43,1.24B,-1.25,2091.01,-,-0.03,24.08,-,11.69,17934.45,225.78M,-0.60,123255,9.54M,-1.46,46395.32,180.06M,-0.71,13936.66,67.15M,-0.80,6798.48,707.80M,-1.09,5662.43,76.38M,-0.78,3620.62,30.54M,-0.67,642.42,85.51M,-0.49,8357.50,188.25M,-0.60,22722.01,358.99M,-0.32,10870.42,50.28M,0.67,5137.93,131.08M,-2.05,3710.28,30.38M,-1.37,2942.44,6.08M,0.02,1941.49,68.67M,-0.40,3482.48,-,0.80,1466.56,-,0.00,2066.97,30.64M,-0.28,44715.79,-,0.73,1536.19,5.41B,-0.29,1562.71,36.66M,-0.24,8869.47,301.60M,0.59,,,,6697.20,502.17M,-0.90,3531.50,36.25B,-1.08,15115.38,21.63B,-1.33,18422.02,-,-0.97,534.55,-,-1.07,27908.22,4.37B,0.11,15557.30,5.32B,0.60,1536.49,26.46B,0.00,6382.94,29.79B,2.00,14484.75,672.88B,0.96,49269.32,21.18M,1.00,1163.40,222.79K,1.35
2021-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.44,26.84M,1.67,8817.05,280.20M,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,3152.18,1.30B,3.97,3031.59,222.77M,5.25,987.79,2.56B,-0.11,31097.97,385.65M,0.18,3824.68,-,0.55,13201.97,1.33B,1.03,2091.66,-,-0.25,21.56,-,-3.62,18042.07,259.27M,0.08,125077,11.09M,2.20,46729.30,346.66M,1.17,14049.53,79.82M,0.58,6873.26,850.78M,0.24,5706.88,87.56M,0.65,3645.05,33.36M,0.62,645.60,102.33M,1.28,8407.70,204.98M,0.26,22793.94,447.81M,0.21,10797.99,66.31M,0.18,5245.52,92.66M,-0.69,3761.88,24.07M,0.47,2941.75,4.26M,-0.20,1949.37,78.13M,0.51,3454.82,-,2.49,1466.50,-,2.07,2072.74,42.48M,-0.07,44393.21,-,1.12,1540.61,5.50B,1.21,,,,,,,28139.03,848.72M,2.36,6757.90,457.17M,0.68,3570.11,34.56B,-0.17,15319.29,20.18B,-0.24,18602.47,-,-0.93,540.32,-,-0.23,27878.22,5.67B,1.20,15463.95,6.19B,1.64,1536.44,30.49B,1.50,6257.83,22.18B,1.69,14347.25,613.47B,1.48,48782.51,22.19M,1.43,1147.86,220.09K,1.53
2021-01-07,3031.68,1.52B,2.14,2880.32,139.27M,2.36,988.86,2.26B,0.76,31041.13,430.62M,0.69,3803.79,-,1.48,13067.48,1.25B,2.56,2096.89,-,1.89,22.37,-,-10.77,18027.57,261.34M,1.12,122386,11.77M,2.76,46188.66,221.13M,1.32,13968.24,86.10M,0.55,6856.96,939.65M,0.22,5669.85,91.73M,0.70,3622.42,36.86M,0.31,637.41,108.94M,-0.27,8385.80,247.34M,0.43,22746.08,476.76M,0.05,10778.67,77.91M,0.29,5282.02,114.72M,2.20,3744.28,30.47M,0.68,2947.77,5.22M,2.60,1939.49,111.07M,2.49,,,,,,,2074.11,38.31M,3.23,43900.70,-,1.89,1522.24,6.18B,1.12,1540.73,61.51M,1.92,8737.20,256.25M,0.77,27490.13,988.56M,1.60,6712.00,621.50M,1.59,3576.20,40.53B,0.71,15356.40,20.66B,1.11,18776.35,-,2.06,541.58,-,1.06,27548.52,3.78B,-0.52,15214.00,5.88B,1.54,1513.78,32.61B,1.44,6153.63,22.75B,1.45,14137.35,559.17B,-0.06,48093.32,18.43M,-0.17,1130.59,215.40K,1.51
2021-01-06,2968.21,1.79B,-0.75,2813.93,141.66M,-1.02,981.39,1.98B,-0.44,30829.40,500.43M,1.44,3748.14,-,0.57,12740.79,1.45B,-0.61,2057.92,-,3.98,25.07,-,-1.07,17828.11,310.53M,0.82,119100,11.64M,-0.23,45587.16,240.34M,1.51,13891.97,92.50M,1.76,6841.86,1.25B,3.47,5630.60,116.29M,1.19,3611.08,50.98M,1.78,639.16,142.64M,0.87,8350.30,275.70M,3.20,22734.32,672.07M,2.40,10747.08,79.43M,0.50,5168.32,141.05M,3.19,3719.01,39.49M,1.97,2873.12,4.44M,2.62,,,,3371.03,-,0.35,1436.71,-,0.74,,,,43085.06,-,1.53,1505.42,5.33B,1.06,1511.66,27.68M,0.93,8670.80,198.22M,-0.13,27055.94,726.61M,-0.38,6607.10,565.39M,-1.12,3550.88,37.02B,0.63,15187.61,189.16K,0.26,18396.96,-,1.63,535.88,-,0.63,27692.30,3.08B,0.15,14983.13,7.79B,-0.11,1492.36,35.56B,-0.95,6065.68,19.92B,-1.17,14146.25,632.32B,-0.38,48174.06,22.50M,-0.54,1113.72,225.23K,0.85
2021-01-05,2990.57,1.52B,1.57,2842.83,112.49M,1.46,985.76,1.81B,0.83,30391.60,350.91M,0.55,3726.86,-,0.71,12818.96,1.21B,0.95,1979.11,-,1.71,25.34,-,-6.04,17682.51,290.34M,0.88,119376,9.26M,0.44,44908.12,164.42M,0.46,13651.22,68.90M,-0.55,6612.25,718.95M,0.61,5564.60,79.26M,-0.44,3547.85,31.90M,-0.46,633.62,102.30M,0.41,8091.50,173.80M,-0.10,22200.60,381.95M,-0.52,10694.09,55.15M,-0.41,5008.53,118.16M,0.31,3647.21,24.42M,-0.46,2799.70,4.28M,0.26,1892.35,38.37M,-0.17,3359.15,-,0.26,1426.11,-,0.09,2009.12,29.86M,0.02,42434.30,-,0.24,1489.56,6.66B,-0.39,1497.68,26.45M,-0.02,8682.11,220.96M,0.17,27158.63,550.01M,-0.37,6681.90,527.23M,-0.03,3528.68,40.80B,0.73,15147.57,21.73B,2.16,18102.02,-,1.74,532.52,-,0.89,27649.86,3.28B,0.64,15000.03,6.30B,0.66,1506.65,31.46B,2.62,6137.34,17.47B,0.53,14199.50,492.48B,0.47,48437.78,12.18M,0.54,1104.30,191.64K,1.14
2021-01-04,2944.45,1.03B,2.47,2802.02,125.91M,2.82,977.62,1.70B,0.95,30223.89,476.73M,-1.25,3700.65,-,-1.48,12698.45,1.27B,-1.47,1945.91,-,-1.47,26.97,-,18.55,17527.77,238.96M,0.54,118855,8.74M,-0.14,44703.00,87.07M,1.44,13726.74,70.21M,0.06,6571.88,957.24M,1.72,5588.96,82.74M,0.68,3564.39,31.52M,0.33,631.03,93.09M,1.03,8099.20,213.15M,0.32,22315.87,432.60M,0.37,10738.39,52.42M,0.33,4993.00,56.56M,1.93,3664.24,22.38M,1.19,2792.34,4.45M,0.43,1895.49,71.99M,1.11,3350.51,-,1.87,1424.84,-,2.69,2008.75,29.39M,1.25,42333.48,-,0.54,1495.43,5.17B,1.27,1498.03,25.52M,-0.59,8667.66,245.61M,0.64,27258.38,515.06M,-0.68,6684.20,381.36M,1.47,3502.96,38.08B,0.86,14827.47,20.07B,2.47,17791.57,-,0.48,527.84,-,0.84,27472.81,2.87B,0.89,14902.03,6.49B,1.15,1468.24,26.48B,1.30,6104.90,18.39B,2.10,14132.90,495.00B,0.82,48176.80,13.87M,0.64,1091.87,233.73K,1.97
2021-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.95,12.41M,0.53,8612.82,264.78M,-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.42,-,0.00,,,,,,,,,,,,,14018.50,258.09B,0.26,47868.98,8.27M,0.25,,,
2020-12-31,,,,,,,,,,30606.48,287.06M,0.65,3756.07,-,0.64,12888.28,987.15M,0.14,1974.86,-,-0.26,22.75,-,-0.09,17433.36,158.57M,-0.64,,,,44066.88,55.37M,-1.40,,,,6460.52,316.94M,-1.45,5551.41,21.14M,-0.86,3552.64,13.07M,-0.53,624.61,25.28M,-0.55,8073.70,82.26M,-0.99,,,,,,,4898.36,19.65M,-0.48,3621.28,6.68M,-1.14,,,,,,,,,,,,,,,,,,,1476.72,3.42B,-0.22,1499.05,25.90M,-0.07,8689.53,210.65M,-0.81,,,,6587.10,272.86M,-1.43,3473.07,33.57B,1.72,14470.68,16.83B,1.89,17706.72,-,1.84,523.42,-,1.77,27231.13,2.05B,0.31,14732.53,5.88B,0.31,,,,,,,13981.75,452.41B,-0.00,47751.33,13.93M,0.01,1070.77,136.03K,1.10
2020-12-30,2873.47,1.07B,1.88,2725.20,85.57M,2.10,968.42,1.64B,1.15,30409.56,296.14M,0.24,3732.04,-,0.13,12870.00,954.01M,0.15,1979.99,-,1.05,22.77,-,-1.34,17545.81,159.58M,0.01,119017,8.24M,-0.33,44693.96,82.86M,-0.00,13718.78,28.32M,-0.31,6555.82,425.49M,-0.71,5599.41,35.28M,-0.22,3571.59,16.18M,-0.27,628.06,44.56M,-0.17,8154.40,129.93M,-0.25,22232.90,224.89M,-0.12,10703.51,35.20M,0.20,4921.78,47.13M,-0.20,3663.06,11.76M,-0.22,2780.44,2.87M,0.08,1874.74,65.45M,-0.97,3289.02,-,0.44,1387.46,-,-0.79,1983.98,24.18M,-1.59,42107.57,-,0.90,1479.91,4.19B,1.39,1500.07,29.63M,1.04,8760.08,247.09M,0.15,27444.17,505.87M,-0.45,6682.40,354.18M,-0.27,3414.45,29.10B,1.05,14201.57,15.32B,1.66,17387.62,-,1.68,514.30,-,1.25,27147.11,2.55B,2.18,14687.70,6.21B,1.49,1449.35,22.62B,-0.86,5979.07,17.00B,-0.95,13981.95,380.68B,0.35,47746.22,15.63M,0.28,1059.16,173.02K,0.07
2020-12-29,2820.51,1.05B,0.42,2669.15,105.31M,0.32,957.41,1.51B,3.28,30335.67,358.87M,-0.22,3727.04,-,-0.22,12850.22,896.81M,-0.38,1959.36,-,-1.85,23.08,-,6.36,17543.43,205.41M,-0.46,119409,6.77M,0.24,44693.99,95.88M,1.85,13761.38,43.16M,-0.21,6602.65,823.98M,1.55,5611.79,45.06M,0.42,3581.37,18.32M,0.17,629.14,55.32M,0.25,8174.80,143.79M,0.24,22259.35,229.76M,-0.13,10682.04,34.00M,0.74,4931.62,60.02M,0.05,3671.11,14.11M,0.22,2778.23,3.60M,0.60,1893.06,51.15M,0.35,3274.67,-,0.48,1398.48,-,0.52,2016.01,19.09M,0.58,41733.11,-,0.49,1459.69,3.42B,1.42,1484.56,25.60M,-0.66,8746.76,282.54M,0.36,27568.15,594.33M,2.66,6700.30,330.38M,0.53,3379.04,31.18B,-0.54,13970.21,152.17K,-0.53,17100.03,-,-0.43,507.93,-,-0.56,26568.49,2.30B,0.96,14472.05,7.40B,-0.08,1461.95,22.53B,0.64,6036.17,17.51B,-0.94,13932.60,439.59B,0.43,47613.08,12.76M,0.55,1058.39,153.42K,0.39
2020-12-28,2808.60,1.01B,0.06,2660.63,139.23M,0.23,927.00,1.64B,-0.18,30403.97,303.08M,0.68,3735.36,-,0.87,12899.42,978.34M,0.74,1996.25,-,-0.38,21.70,-,0.79,,,,119124,7.17M,1.12,43883.41,55.45M,1.18,13790.29,49.25M,1.49,,,,5588.38,44.71M,1.20,3575.41,19.60M,0.91,627.59,54.84M,0.19,8155.60,147.46M,0.54,22288.52,260.52M,0.72,10603.49,30.11M,1.84,4929.30,51.75M,1.53,3663.06,12.21M,0.11,2761.71,2.96M,0.90,1886.38,43.28M,0.98,3258.95,-,0.39,1391.31,-,0.94,2004.41,24.15M,2.48,41528.44,-,0.80,1439.29,2.98B,0.93,1494.43,24.59M,-0.20,8715.38,326.68M,-0.29,26854.03,506.67M,0.74,,,,3397.29,31.62B,0.02,14044.10,14.95B,0.19,17173.85,-,1.10,510.78,-,0.13,26314.63,2.67B,-0.27,14483.07,6.28B,1.06,1452.67,24.91B,-2.26,6093.55,18.09B,1.41,13873.20,403.63B,0.90,47353.75,9.59M,0.81,1054.23,190.25K,0.20
2020-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.38,15.00M,1.84,8740.66,396.77M,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-25,,,,,,,,,,,,,,,,,,,,,,21.53,-,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246.35,-,0.29,1378.36,-,0.00,,,,,,,1426.03,2.63B,0.00,,,,,,,26656.61,333.99M,-0.04,,,,3396.56,29.45B,0.99,14017.06,13.20B,0.73,16987.04,-,0.40,510.14,-,1.08,,,,14331.42,5.38B,0.36,1486.31,21.09B,2.40,,,,,,,,,,1052.13,161.86K,1.76
2020-12-24,2806.86,1.03B,1.70,2654.55,93.87M,2.04,928.68,1.72B,0.60,30199.87,146.44M,0.23,3703.06,-,0.35,12804.73,584.09M,0.26,2003.95,-,-0.16,21.53,-,-7.64,17623.88,95.98M,0.17,,,,43372.20,45.21M,-0.52,,,,6502.11,477.47M,0.10,5522.01,14.72M,-0.10,3543.28,18.89M,0.11,626.37,23.81M,0.63,8111.50,83.71M,0.47,,,,,,,4854.90,24.79M,0.61,3659.16,7.39M,0.09,,,,,,,3236.88,-,-0.47,1378.33,-,0.85,,,,,,,1426.00,5.26B,0.59,1470.36,48.06M,1.69,8702.68,365.22M,-0.21,26668.35,479.33M,0.54,6664.80,230.27M,0.33,3363.11,27.50B,-0.57,13915.57,13.60B,-0.71,16918.74,-,0.01,504.67,-,-0.53,26386.56,1.30B,0.16,14280.28,5.38B,0.40,1451.52,25.46B,2.51,,,,13749.25,471.37B,1.09,46973.54,13.71M,1.14,1033.95,212.71K,-1.12
2020-12-23,2759.82,1.12B,0.96,2601.43,135.37M,1.62,923.17,1.92B,-0.60,30129.83,275.38M,0.38,3690.01,-,0.07,12771.11,1.23B,-0.29,2007.10,-,0.87,23.31,-,-3.80,17593.57,185.16M,0.23,117807,6.48M,1.00,43597.30,119.03M,2.34,13587.23,48.73M,1.26,6495.75,781.64M,0.66,5527.59,59.21M,1.11,3539.26,25.53M,1.19,622.42,67.60M,0.80,8073.60,183.11M,1.76,22130.18,306.66M,1.31,10411.92,37.57M,0.08,4825.28,52.03M,2.10,3655.87,20.06M,1.33,2737.12,3.06M,1.09,1867.99,42.68M,0.25,3252.10,-,0.48,1366.76,-,1.13,1955.84,18.89M,1.42,41197.14,-,0.36,1417.66,5.13B,0.90,1445.86,17.36M,0.29,8720.67,367.34M,0.46,26524.79,560.12M,0.33,6643.10,462.45M,0.66,3382.32,29.95B,0.76,14015.02,154.43K,0.96,16916.53,-,0.43,507.37,-,0.82,26343.10,2.01B,0.86,14223.09,5.54B,0.32,1416.02,26.23M,-0.59,6008.71,20.35B,-0.24,13601.10,458.65B,1.00,46444.18,10.47M,0.95,1045.70,203.33K,-0.62
2020-12-22,2733.68,1.26B,-1.62,2560.05,67.35M,-1.41,928.73,1.86B,-2.61,30015.51,392.52M,-0.67,3687.26,-,-0.21,12807.92,1.11B,0.51,1989.88,-,0.99,24.23,-,-3.70,17552.46,208.02M,0.29,116636,6.95M,0.70,42601.71,100.17M,-1.49,13418.11,54.62M,1.30,6453.16,613.67M,0.57,5466.86,64.60M,1.36,3497.49,26.35M,1.42,617.50,66.06M,1.33,7934.20,187.11M,1.85,21844.33,307.52M,2.03,10403.37,37.69M,0.95,4726.08,51.24M,1.45,3607.72,20.50M,1.05,2707.52,3.36M,1.90,1863.28,56.14M,0.98,3236.46,-,1.57,1351.43,-,1.16,1928.40,19.82M,2.10,41049.52,-,1.40,1404.97,4.51B,1.48,1441.64,25.60M,1.25,8680.45,349.39M,1.66,26436.39,586.45M,-1.04,6599.60,536.56M,-1.05,3356.78,32.30B,-1.86,13882.30,16.19B,-1.79,16844.58,-,-1.12,503.23,-,-1.80,26119.25,1.75B,-0.71,14177.46,8.02B,-1.44,1424.39,27.94B,1.61,6023.29,25.01B,-2.31,13466.30,696.20B,1.03,46006.69,25.08M,0.99,1052.23,204.62K,0.24
2020-12-21,2778.65,1.14B,0.23,2596.56,75.18M,0.12,953.58,1.93B,0.67,30216.45,445.69M,0.12,3694.92,-,-0.39,12742.52,1.11B,-0.10,1970.33,-,0.02,25.16,-,16.64,17500.89,247.29M,-0.19,115823,10.35M,-1.86,43246.24,126.31M,-1.43,13246.30,98.29M,-2.82,6416.32,1.11B,-1.73,5393.34,122.85M,-2.43,3448.68,50.41M,-2.74,609.39,141.96M,-2.54,7789.80,339.12M,-3.08,21410.51,596.28M,-2.57,10305.52,63.54M,-2.07,4658.49,92.27M,-2.19,3570.16,40.50M,-2.38,2656.93,6.16M,-2.09,1845.11,99.78M,-2.21,3186.38,-,-2.67,1335.93,-,-4.75,1888.80,39.62M,-3.26,40483.17,-,-2.72,1384.43,5.00B,-1.70,1423.84,50.20M,-2.35,8538.68,482.15M,-1.71,26714.42,607.19M,-0.18,6669.90,570.92M,-0.08,3420.57,28.38B,0.76,14134.85,14.69B,2.03,17035.92,-,0.87,512.45,-,0.78,26306.68,2.04B,-0.72,14384.96,6.28B,0.95,1401.78,34.40B,-5.44,6165.62,23.86B,1.00,13328.40,687.25B,-3.14,45553.96,24.39M,-3.00,1049.71,187.66K,1.26
2020-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.18,26.19M,-0.93,8686.89,365.92M,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,2772.18,1.06B,0.06,2593.49,103.81M,-0.26,947.24,2.11B,0.34,30179.05,798.23M,-0.41,3709.41,-,-0.35,12755.64,2.81B,-0.07,1969.99,-,-0.41,21.57,-,-1.64,17534.63,484.41M,-0.67,118024,8.64M,-0.32,43873.81,666.07M,-1.02,13630.51,156.77M,-0.27,6529.18,1.20B,-0.33,5527.84,173.23M,-0.39,3545.74,69.15M,-0.42,625.25,189.63M,0.08,8037.40,355.17M,-1.42,21976.12,653.82M,-0.16,10523.86,105.81M,-0.16,4763.03,67.07M,-1.30,3657.33,44.63M,-0.54,2713.69,10.10M,-0.38,1886.88,116.27M,0.09,3273.75,-,-0.27,1402.50,-,-1.18,1952.54,61.28M,-1.18,41614.92,-,-1.12,1408.32,4.46B,0.64,,,,,,,26763.39,737.84M,-0.16,6675.50,1.44B,-1.20,3394.90,28.10B,-0.29,13854.12,12.20B,-0.26,16888.56,-,-0.79,508.46,-,-0.38,26498.60,3.08B,-0.67,14249.96,5.69B,-0.06,1482.38,23.06B,-0.10,6104.32,25.80B,-0.15,13760.55,519.39B,0.14,46960.69,12.80M,0.15,1036.65,183.61K,1.94
2020-12-17,2770.43,1.02B,-0.05,2600.29,85.23M,-0.19,944.04,2.65B,0.47,30303.37,345.53M,0.49,3722.48,-,0.58,12764.75,1.02B,0.84,1978.05,-,1.30,21.93,-,-2.53,17652.94,247.25M,0.49,118401,7.70M,0.46,44326.05,313.83M,1.22,13667.25,77.21M,0.75,6551.06,725.53M,-0.30,5549.46,83.85M,0.03,3560.87,32.52M,0.50,624.75,96.46M,0.46,8153.40,193.10M,0.17,22012.07,456.36M,0.12,10540.36,62.31M,0.80,4825.53,48.74M,0.61,3677.09,22.02M,0.36,2723.92,4.65M,0.08,1885.18,86.17M,-0.37,3282.67,-,0.39,1419.22,-,1.37,1975.76,43.58M,-0.48,42088.03,-,0.42,1399.36,4.45B,0.50,1471.80,48.83M,0.02,8711.58,424.72M,-0.11,26806.67,614.94M,0.18,6756.70,801.29M,1.16,3404.87,27.55B,1.13,13889.87,129.73K,1.01,17023.29,-,1.36,510.40,-,1.26,26678.38,2.26B,0.82,14258.93,4.30B,-0.32,1483.89,36.45B,0.12,6113.38,32.17B,-0.08,13740.70,416.01B,0.42,46890.34,17.22M,0.48,1016.95,226.64K,-1.24
