date,kospi_close,kospi_vol,kospi_var,kospi-50_close,kospi-50_vol,kospi-50_var,kosdaq_close,kosdaq_vol,kosdaq_var,us-30_close,us-30_vol,us-30_var,us-spx-500_close,us-spx-500_vol,us-spx-500_var,nasdaq-composite_close,nasdaq-composite_vol,nasdaq-composite_var,smallcap-2000_close,smallcap-2000_vol,smallcap-2000_var,volatility-s-p-500_close,volatility-s-p-500_vol,volatility-s-p-500_var,s-p-tsx-composite_close,s-p-tsx-composite_vol,s-p-tsx-composite_var,bovespa_close,bovespa_vol,bovespa_var,ipc_close,ipc_vol,ipc_var,germany-30_close,germany-30_vol,germany-30_var,uk-100_close,uk-100_vol,uk-100_var,france-40_close,france-40_vol,france-40_var,eu-stoxx50_close,eu-stoxx50_vol,eu-stoxx50_var,netherlands-25_close,netherlands-25_vol,netherlands-25_var,spain-35_close,spain-35_vol,spain-35_var,it-mib-40_close,it-mib-40_vol,it-mib-40_var,switzerland-20_close,switzerland-20_vol,switzerland-20_var,psi-20_close,psi-20_vol,psi-20_var,bel-20_close,bel-20_vol,bel-20_var,atx_close,atx_vol,atx_var,omx-stockholm-30_close,omx-stockholm-30_vol,omx-stockholm-30_var,mcx_close,mcx_vol,mcx_var,rtsi_close,rtsi_vol,rtsi_var,wig-20_close,wig-20_vol,wig-20_var,hungary-stock-market_close,hungary-stock-market_vol,hungary-stock-market_var,ise-100_close,ise-100_vol,ise-100_var,ta25_close,ta25_vol,ta25_var,tasi_close,tasi_vol,tasi_var,japan-ni225_close,japan-ni225_vol,japan-ni225_var,aus-200_close,aus-200_vol,aus-200_var,shanghai-composite_close,shanghai-composite_vol,shanghai-composite_var,szse-component_close,szse-component_vol,szse-component_var,ftse-china-a50_close,ftse-china-a50_vol,ftse-china-a50_var,dj-shanghai_close,dj-shanghai_vol,dj-shanghai_var,hang-sen-40_close,hang-sen-40_vol,hang-sen-40_var,taiwan-weighted_close,taiwan-weighted_vol,taiwan-weighted_var,thailand-set_close,thailand-set_vol,thailand-set_var,idx-composite_close,idx-composite_vol,idx-composite_var,s-p-cnx-nifty_close,s-p-cnx-nifty_vol,s-p-cnx-nifty_var,sensex_close,sensex_vol,sensex_var,vn-30_close,vn-30_vol,vn-30_var
2016-06-28,1936.22,373.46M,0.49,1528.82,23.67K,0.15,659.30,1.09M,1.72,17409.72,112.19M,1.57,2036.09,-,1.78,4691.87,470.19M,2.12,1107.30,-,1.62,18.75,-,-21.38,13842.69,222.71M,1.12,50007,3.51M,1.55,44714.54,247.73M,0.98,9447.28,136.52M,1.93,6140.39,1.59B,2.64,4088.85,184.85M,2.61,2758.67,123.32M,2.27,417.51,148.23M,1.43,7835.00,467.34M,2.48,15601.62,1.50B,3.30,7773.80,113.26M,2.36,4358.46,403.68M,2.31,3209.49,58.14M,2.18,2027.95,10.76M,1.99,1278.52,138.92M,2.60,1857.23,-,0.84,905.36,-,1.87,1751.81,59.28M,1.13,26226.84,-,3.30,769.29,611.51M,2.35,1392.25,92.50M,0.72,6480.32,285.79M,0.24,15323.14,1.81B,0.09,5103.30,814.40M,-0.66,2912.56,17.39B,0.58,10463.45,12.36B,0.83,9235.74,-,0.27,395.51,-,0.56,20172.46,1.98B,-0.27,8505.51,1.53B,0.55,1437.42,10.85B,0.92,4882.17,4.78B,0.95,8127.85,175.72B,0.41,26524.55,8.42K,0.46,614.31,30.15K,-0.02
2016-06-27,1926.85,394.27M,0.08,1526.48,31.00K,0.01,648.12,1.01M,0.15,17140.24,138.74M,-1.50,2000.54,-,-1.81,4594.44,619.73M,-2.41,1089.65,-,-3.36,23.85,-,-7.41,13689.79,285.93M,-1.45,49246,3.33M,-1.72,44282.03,286.03M,-1.35,9268.66,209.92M,-3.02,5982.20,2.51B,-2.55,3984.72,246.40M,-2.97,2697.44,176.06M,-2.83,411.62,203.95M,-2.97,7645.50,768.02M,-1.83,15103.58,1.93B,-3.94,7594.49,124.79M,-1.97,4260.13,531.73M,-2.34,3141.13,83.82M,-4.06,1988.40,16.38M,-4.60,1246.10,243.06M,-8.42,1841.73,-,-2.26,888.78,-,-2.60,1732.19,28.30M,-2.12,25390.23,-,-1.30,751.61,741.29M,-0.27,1382.34,67.34M,-0.35,6464.84,236.55M,-0.21,15309.21,1.62B,2.39,5137.20,676.74M,0.47,2895.70,15.67B,1.45,10377.57,10.91B,2.27,9210.57,-,0.91,393.30,-,1.51,20227.30,1.85B,-0.16,8458.87,1.35B,-0.21,1424.31,11.12B,0.79,4836.05,3.87B,0.03,8094.70,167.46B,0.08,26402.96,18.94K,0.02,614.42,38.48K,0.28
2016-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.20,54.58M,-3.17,6478.60,332.66M,-1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,1925.24,750.55M,-3.09,1526.35,51.94K,-2.60,647.16,1.59M,-4.76,17400.75,239.00M,-3.39,2037.41,-,-3.59,4707.98,1.52B,-4.12,1127.54,-,-3.81,25.76,-,49.33,13891.88,278.51M,-1.69,50105,4.27M,-2.82,44885.82,333.57M,-2.73,9557.16,325.19M,-6.82,6138.69,3.88B,-3.15,4106.73,428.63M,-8.04,2776.09,243.14M,-8.62,424.20,322.84M,-5.70,7787.70,1.08B,-12.35,15723.81,2.64B,-12.48,7747.18,159.87M,-3.44,4362.11,1.39B,-6.99,3274.19,135.18M,-6.40,2084.22,19.92M,-7.04,,,,1884.41,-,-1.82,912.49,-,-3.04,1769.67,38.21M,-4.53,25724.91,-,-4.45,753.66,672.21M,-3.36,,,,,,,14952.02,2.63B,-7.92,5113.20,1.05B,-3.17,2854.29,19.08B,-1.30,10147.70,12.67B,-1.05,9127.61,-,-1.36,387.45,-,-1.31,20259.13,4.08B,-2.92,8476.99,2.54B,-2.30,1413.19,17.62B,-1.62,4834.57,5.72B,-0.82,8088.60,306.80B,-2.20,26397.71,25.20K,-2.24,612.69,111.98K,-2.20
2016-06-23,1986.71,455.39M,-0.29,1567.11,19.20K,-0.11,679.52,1.03M,-1.26,18011.07,98.11M,1.29,2113.32,-,1.34,4910.04,398.65M,1.59,1172.22,-,2.02,17.25,-,-18.52,14131.38,179.67M,0.91,51560,3.26M,2.80,46145.92,159.33M,0.74,10257.03,110.23M,1.85,6338.10,915.16M,1.23,4465.90,128.38M,1.96,3037.86,70.21M,2.00,449.86,115.24M,1.95,8885.30,319.11M,2.11,17966.17,1.01B,3.71,8023.05,52.56M,0.64,4689.96,534.16M,1.49,3498.04,35.83M,1.31,2242.11,7.18M,1.28,1360.73,119.96M,0.45,1919.27,-,1.19,941.11,-,1.49,1853.71,27.38M,1.68,26924.09,-,0.50,779.90,598.36M,0.94,1432.64,123.95M,-0.07,6550.97,199.18M,0.28,16238.35,1.11B,1.07,5280.70,507.37M,0.19,2891.96,13.61B,-0.47,10255.27,9.76B,-0.41,9253.28,-,-0.53,392.59,-,-0.57,20868.34,1.72B,0.35,8676.68,1.28B,-0.45,1436.40,12.08B,0.82,4874.31,5.35B,-0.46,8270.45,158.85B,0.81,27002.22,9.62K,0.88,626.50,36.64K,0.37
2016-06-22,1992.58,407.44M,0.50,1568.87,20.84K,0.57,688.18,998.58K,-0.05,17780.83,89.44M,-0.27,2085.45,-,-0.17,4833.32,376.04M,-0.22,1148.97,-,-0.42,21.17,-,14.56,14003.81,193.98M,-0.06,50156,3.75M,-1.34,45806.16,145.64M,0.22,10071.06,80.46M,0.55,6261.19,884.65M,0.56,4380.03,94.92M,0.29,2978.31,48.04M,0.37,441.25,82.47M,0.20,8702.00,247.58M,0.40,17323.27,663.62M,-0.62,7972.14,51.02M,0.46,4621.03,440.17M,-0.23,3452.83,25.95M,0.00,2213.77,6.77M,0.60,1354.60,84.06M,0.74,1896.70,-,-0.38,927.29,-,-1.06,1823.03,32.07M,1.13,26789.35,-,-0.08,772.67,445.51M,-0.34,1433.58,51.70M,0.35,6532.42,158.12M,-0.31,16065.72,1.12B,-0.64,5270.90,517.96M,-0.07,2905.55,13.06B,0.94,10297.98,8.76B,1.64,9302.17,-,0.58,394.83,-,0.89,20795.12,1.89B,0.61,8716.25,1.62B,0.36,1424.68,10.36B,-0.43,4896.85,5.72B,0.37,8203.70,140.27B,-0.20,26765.65,7.88K,-0.18,624.18,30.46K,-0.44
2016-06-21,1982.70,557.44M,0.08,1559.95,16.41K,0.11,688.55,952.81K,-0.06,17829.73,85.14M,0.14,2088.90,-,0.27,4843.76,391.14M,0.14,1153.87,-,-0.33,18.48,-,0.60,14012.32,162.88M,-0.02,50838,3.45M,1.01,45705.42,180.04M,-0.16,10015.54,83.05M,0.54,6226.55,842.01M,0.36,4367.24,103.01M,0.61,2967.34,52.54M,0.83,440.39,93.00M,0.89,8667.30,272.66M,0.23,17431.17,778.02M,0.45,7935.75,57.82M,0.45,4631.56,606.13M,-0.72,3452.78,25.95M,0.60,2200.52,6.92M,0.35,1344.59,185.41M,0.32,1904.02,-,0.07,937.22,-,0.23,1802.61,29.70M,0.49,26811.37,-,0.93,775.31,582.24M,0.01,1428.63,35.68M,-0.12,6553.01,146.33M,-0.09,16169.11,1.21B,1.28,5274.40,604.34M,0.33,2878.56,16.44B,-0.35,10131.86,10.97B,-0.88,9248.71,-,-0.01,391.36,-,-0.37,20668.44,1.66B,0.77,8684.85,1.52B,0.68,1430.80,12.68B,0.62,4878.71,5.15B,0.31,8219.90,141.16B,-0.23,26812.78,7.20K,-0.20,626.97,40.13K,0.45
2016-06-20,1981.12,391.34M,1.42,1558.25,20.66K,1.46,688.95,1.01M,1.49,17804.87,99.38M,0.73,2083.25,-,0.58,4837.21,412.67M,0.77,1157.70,-,1.14,18.37,-,-5.36,14015.14,192.09M,0.82,50329,3.59M,1.61,45779.66,179.50M,1.04,9962.02,94.35M,3.43,6204.00,1.01B,3.04,4340.76,118.07M,3.50,2942.88,65.45M,3.29,436.50,111.37M,3.49,8647.10,281.90M,3.41,17353.45,974.52M,2.54,7900.22,63.35M,2.42,4665.36,568.18M,3.23,3432.18,38.03M,2.77,2192.90,8.07M,2.48,1340.29,106.42M,3.23,1902.70,-,1.37,935.04,-,2.72,1793.83,21.83M,2.24,26563.59,-,1.22,775.23,498.00M,2.77,1430.39,70.65M,1.22,6558.92,150.24M,0.25,15965.30,1.32B,2.34,5256.80,543.84M,1.82,2888.81,13.66B,0.13,10221.85,8.78B,0.39,9249.57,-,0.17,392.81,-,0.06,20510.20,1.61B,1.69,8625.92,1.44B,0.68,1421.99,13.65B,0.05,4863.53,4.39B,0.59,8238.50,173.75B,0.84,26866.92,9.82K,0.91,624.19,36.75K,1.37
2016-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.14,15.69M,0.32,6542.40,171.25M,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,1953.40,485.27M,0.07,1535.79,17.99K,0.02,678.86,1.25M,-0.20,17675.16,248.68M,-0.33,2071.22,-,-0.33,4800.34,1.01B,-0.92,1144.70,-,-0.30,19.41,-,0.21,13901.77,587.68M,0.14,49534,4.38M,0.25,45306.22,290.35M,0.18,9631.36,145.90M,0.85,6021.09,1.31B,1.19,4193.83,202.73M,0.98,2849.17,101.54M,1.06,421.77,210.26M,0.78,8362.00,472.79M,1.98,16923.29,1.21B,3.49,7713.61,150.19M,1.03,4519.19,890.19M,2.15,3339.69,53.53M,1.45,2139.81,21.12M,2.32,1298.38,129.23M,1.54,1877.07,-,0.39,910.28,-,1.71,1754.45,43.93M,1.21,26242.50,-,1.66,754.31,561.02M,1.02,,,,,,,15599.66,1.67B,1.07,5162.70,1.02B,0.32,2885.11,17.15B,0.43,10182.53,10.22B,0.67,9234.24,-,-2.05,392.59,-,0.26,20169.98,2.26B,0.66,8568.08,1.68B,0.87,1421.32,11.89B,0.72,4835.14,4.25B,0.43,8170.20,171.84B,0.36,26625.91,9.59K,0.38,615.75,80.07K,-1.09
2016-06-16,1951.99,438.79M,-0.86,1535.46,17.92K,-0.49,680.25,1.18M,-2.07,17733.10,91.95M,0.53,2077.99,-,0.31,4844.91,389.89M,0.21,1148.19,-,-0.10,19.37,-,-3.82,13882.41,252.33M,-0.29,49412,4.01M,1.02,45225.40,162.24M,0.48,9550.47,101.53M,-0.59,5950.48,815.96M,-0.27,4153.01,121.16M,-0.45,2819.30,77.26M,-0.39,418.51,107.26M,-0.25,8199.90,331.33M,-0.62,16351.90,1.02B,-0.98,7634.66,75.27M,-0.58,4424.25,737.21M,-0.89,3291.80,39.46M,-0.90,2091.26,8.19M,-1.55,1278.71,114.34M,-1.95,1869.78,-,-1.06,895.00,-,-1.66,1733.48,43.30M,-2.22,25814.83,-,-1.91,746.72,442.92M,-2.05,1408.68,86.70M,-0.82,6542.64,179.62M,-0.37,15434.14,1.54B,-3.05,5146.00,848.12M,-0.02,2872.82,17.39B,-0.50,10115.12,10.61B,-0.58,9427.49,-,-0.54,391.56,-,-0.44,20038.42,1.96B,-2.10,8494.14,1.61B,-1.30,1411.19,12.29B,-1.65,4814.39,3.99B,-0.01,8140.75,195.03B,-0.80,26525.46,13.00K,-0.75,622.54,45.73K,-0.26
2016-06-15,1968.83,376.77M,-0.16,1543.06,25.57K,0.22,694.66,869.16K,0.25,17640.17,94.13M,-0.20,2071.50,-,-0.18,4834.93,402.22M,-0.18,1149.30,-,0.13,20.14,-,-1.76,13923.45,233.77M,0.28,48915,5.16M,0.55,45011.22,214.36M,0.99,9606.71,95.30M,0.92,5966.80,868.08M,0.73,4171.58,126.38M,1.00,2830.30,66.14M,1.18,419.55,114.66M,0.11,8250.80,322.39M,1.53,16513.97,930.66M,1.49,7679.49,63.10M,0.53,4464.09,714.33M,0.01,3321.71,41.24M,0.46,2124.27,7.59M,1.40,1304.09,121.37M,2.36,1889.75,-,0.20,910.08,-,1.10,1772.91,25.07M,0.58,26318.09,-,1.89,762.37,537.49M,0.63,1420.30,56.81M,0.72,6566.68,265.53M,-0.90,15919.58,1.37B,0.38,5147.10,664.28M,-1.08,2887.21,16.67B,1.58,10173.85,10.81B,2.82,9478.21,-,0.42,393.29,-,1.65,20467.52,1.78B,0.39,8606.37,1.63B,0.35,1434.89,11.87B,0.48,4814.82,5.37B,-0.14,8206.60,174.95B,1.21,26726.34,12.75K,1.25,624.19,37.32K,-0.19
2016-06-14,1972.03,439.94M,-0.36,1539.73,20.84K,-0.11,692.94,810.20K,-0.38,17674.82,93.74M,-0.33,2075.32,-,-0.18,4843.55,401.84M,-0.10,1147.82,-,-0.25,20.50,-,-2.24,13884.23,212.74M,-0.78,48648,4.01M,-2.04,44570.59,192.59M,-0.80,9519.20,102.84M,-1.43,5923.53,983.53M,-2.01,4130.33,140.33M,-2.29,2797.18,74.95M,-1.97,419.08,118.15M,-2.13,8126.70,342.43M,-2.13,16271.35,1.05B,-2.11,7638.77,86.53M,-1.84,4463.46,826.72M,-2.32,3306.59,47.00M,-1.78,2095.02,9.02M,-2.03,1273.97,120.73M,-1.59,1885.92,-,-0.93,900.19,-,-2.65,1762.61,22.92M,-0.98,25831.00,-,0.00,757.60,634.85M,-1.01,1410.09,157.83M,-0.17,6626.58,234.37M,0.56,15859.00,1.32B,-1.00,5203.30,691.48M,-2.06,2842.19,11.98B,0.32,9895.15,7.69B,0.33,9438.67,-,0.54,386.91,-,0.33,20387.53,1.55B,-0.61,8576.12,1.32B,0.47,1428.10,16.57B,0.44,4821.59,6.20B,0.30,8108.85,150.04B,-0.02,26395.71,8.02K,-0.00,625.36,29.92K,0.58
2016-06-13,1979.06,443.00M,-1.91,1541.40,20.40K,-2.00,695.61,820.57K,-1.58,17732.48,101.69M,-0.74,2079.06,-,-0.81,4848.44,420.34M,-0.94,1150.70,-,-1.14,20.97,-,23.14,13993.88,230.79M,-0.31,49661,2.71M,0.48,44930.25,171.96M,-0.55,9657.44,102.33M,-1.80,6044.97,852.84M,-1.16,4227.02,119.47M,-1.85,2853.52,66.02M,-1.98,428.20,101.08M,-1.74,8303.80,290.43M,-2.20,16621.87,947.05M,-2.91,7782.35,63.24M,-1.77,4569.44,519.16M,-2.84,3366.63,32.02M,-2.18,2138.39,7.42M,-2.35,1294.51,89.62M,-1.56,,,,,,,1780.01,16.46M,-0.11,25830.59,-,-2.60,765.34,551.41M,-0.46,1412.44,33.82M,-1.26,6589.64,212.09M,0.29,16019.18,1.26B,-3.51,,,,2833.07,16.93B,-3.21,9862.58,11.03B,-4.40,9388.24,-,-1.94,385.64,-,-3.19,20512.99,2.15B,-2.52,8536.22,1.80B,-2.06,1421.86,12.47B,-0.51,4807.23,6.74B,-0.84,8110.60,174.92B,-0.73,26396.77,9.37K,-0.90,621.75,40.16K,-1.20
2016-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6570.89,211.52M,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,2017.63,404.30M,-0.32,1572.88,20.36K,-0.67,706.81,989.96K,0.25,17865.34,90.54M,-0.67,2096.07,-,-0.92,4894.55,402.18M,-1.29,1163.93,-,-1.46,17.03,-,16.33,14037.54,206.94M,-1.42,49422,3.07M,-3.32,45177.50,193.91M,-1.06,9834.62,109.16M,-2.52,6115.76,748.34M,-1.86,4306.72,123.15M,-2.24,2911.11,68.66M,-2.61,435.77,96.38M,-2.32,8490.50,388.96M,-3.18,17120.16,879.35M,-3.62,7922.71,62.51M,-1.90,4703.17,357.42M,-2.15,3441.60,35.15M,-2.19,2189.87,8.53M,-2.02,1315.06,91.42M,-2.15,1903.61,-,-1.62,924.65,-,-2.76,1782.02,19.77M,-1.77,26519.61,-,-1.69,768.87,488.95M,-1.06,,,,,,,16601.36,1.55B,-0.40,5312.60,468.36M,-0.92,,,,,,,,,,398.33,-,0.00,21042.64,1.69B,-1.20,,,,1429.21,7.53B,-0.45,4848.06,7.74B,-0.59,8170.05,187.76B,-0.41,26635.75,10.39K,-0.48,629.27,50.14K,-0.22
2016-06-09,2024.17,599.68M,-0.14,1583.48,45.05K,0.08,705.08,1.16M,0.15,17985.19,69.69M,-0.11,2115.48,-,-0.17,4958.62,361.93M,-0.32,1181.20,-,-0.65,14.64,-,3.98,14240.02,204.02M,-0.51,51118,3.31M,-0.99,45662.71,250.36M,-1.30,10088.87,108.38M,-1.25,6231.89,668.49M,-1.10,4405.61,98.32M,-0.97,2989.03,52.11M,-1.02,446.10,79.05M,-0.90,8769.50,316.75M,-0.70,17763.88,557.23M,-0.81,8076.35,48.81M,-0.83,4806.42,432.36M,-0.40,3518.79,23.18M,-0.70,2235.05,9.96M,-0.45,1344.00,78.53M,-1.28,1934.92,-,-0.85,950.86,-,-1.50,1814.14,22.31M,-1.61,26975.91,-,-1.54,777.12,569.25M,-1.42,1430.44,59.58M,-0.63,6606.92,337.76M,0.03,16668.41,1.15B,-0.97,5361.90,543.19M,-0.15,,,,,,,,,,398.33,-,0.00,,,,,,,1435.65,8.28B,-0.68,4876.79,4.33B,-0.80,8203.60,180.29B,-0.84,26763.46,10.37K,-0.95,630.66,38.39K,0.09
2016-06-08,2027.08,497.94M,0.77,1582.15,28.71K,0.82,703.99,826.05K,-0.11,18005.05,71.26M,0.37,2119.12,-,0.33,4974.64,367.54M,0.26,1188.95,-,0.76,14.08,-,0.21,14313.10,273.08M,-0.37,51629,4.35M,2.26,46263.84,316.15M,0.30,10217.03,75.77M,-0.69,6301.52,663.11M,0.27,4448.73,96.42M,-0.61,3019.76,43.66M,-0.69,450.15,81.73M,-0.32,8831.40,252.01M,-0.71,17909.70,634.36M,-0.37,8143.76,44.64M,-0.88,4825.88,764.98M,-0.65,3543.50,26.85M,-0.09,2245.19,7.88M,-0.82,1361.48,73.31M,-0.41,1951.55,-,0.01,965.36,-,1.74,1843.85,30.76M,0.60,27396.89,-,0.01,788.33,633.89M,0.86,1439.51,40.94M,-0.60,6604.96,334.85M,1.09,16830.92,1.12B,0.93,5370.00,562.72M,-0.02,2927.16,14.30B,-0.30,10316.82,9.49B,-0.30,9573.97,-,-0.26,398.33,-,-0.34,21297.88,1.55B,-0.14,8715.48,1.75B,0.41,1445.54,8.54B,0.22,4916.06,3.71B,-0.36,8273.05,179.71B,0.08,27020.66,12.90K,0.04,630.09,45.58K,0.97
2016-06-07,2011.63,481.35M,1.30,1569.22,29.79K,1.36,704.77,774.26K,0.48,17938.28,78.75M,0.10,2112.13,-,0.13,4961.75,391.05M,-0.14,1179.97,-,0.26,14.05,-,2.93,14365.61,231.78M,0.63,50488,3.05M,0.11,46124.63,323.96M,0.58,10287.68,78.49M,1.65,6284.53,690.00M,0.18,4475.86,99.29M,1.19,3040.69,46.33M,1.29,451.58,90.29M,1.15,8894.50,208.14M,0.80,17975.49,726.48M,1.99,8215.78,44.97M,0.61,4857.44,1.18B,1.59,3546.81,26.79M,1.25,2263.84,7.02M,1.35,1367.15,86.86M,1.61,1951.26,-,1.86,948.87,-,2.81,1832.79,24.80M,1.98,27394.19,-,1.13,781.58,644.56M,-0.55,1448.20,41.41M,0.15,6533.42,243.90M,0.87,16675.45,1.09B,0.58,5371.00,680.27M,0.20,2936.04,13.30B,0.07,10347.84,9.19B,-0.15,9599.31,-,0.05,399.70,-,0.00,21328.24,1.88B,1.42,8679.90,1.65B,0.96,1442.42,9.49B,-0.07,4933.99,4.22B,0.78,8266.45,249.37B,0.80,27009.67,15.26K,0.87,624.01,38.92K,0.83
2016-06-06,,,,,,,,,,17920.33,71.87M,0.64,2109.41,-,0.49,4968.71,385.15M,0.53,1176.87,-,1.09,13.65,-,1.34,14276.16,221.59M,0.35,50432,3.11M,-0.37,45857.73,205.84M,-0.15,10121.08,55.12M,0.18,6273.40,732.58M,1.03,4423.38,73.06M,0.04,3001.90,35.97M,0.15,446.44,62.35M,0.25,8823.50,180.47M,0.25,17625.00,518.20M,0.74,8165.98,38.05M,0.22,4781.61,523.57M,0.13,3503.16,16.91M,0.36,2233.66,3.98M,0.81,,,,1915.54,-,1.52,922.91,-,2.25,1797.27,13.36M,0.21,27089.00,-,-0.17,785.93,478.16M,0.58,1445.99,38.67M,0.15,6477.07,145.77M,1.00,16580.03,1.22B,-0.37,5360.40,529.04M,0.78,2934.10,14.20B,-0.16,10363.08,9.90B,0.18,9594.70,-,-0.63,399.70,-,-0.24,21030.22,1.48B,0.40,8597.11,1.25B,0.06,1443.42,9.43B,0.49,4896.02,3.17B,0.87,8201.05,176.89B,-0.24,26777.45,9.03K,-0.24,618.88,42.67K,-0.35
2016-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.87,21.78M,-0.07,6413.02,214.18M,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8591.57,651.39M,0.05,,,,,,,,,,,,,,,
2016-06-03,1985.84,540.86M,0.04,1548.20,32.47K,-0.02,701.43,889.69K,0.04,17807.06,82.28M,-0.18,2099.13,-,-0.29,4942.52,382.23M,-0.58,1164.14,-,-0.55,13.47,-,-1.17,14226.78,225.08M,0.64,50620,3.43M,1.47,45928.23,194.22M,0.92,10103.26,85.88M,-1.03,6209.63,660.72M,0.39,4421.78,115.10M,-0.99,2997.55,51.48M,-1.20,445.31,87.14M,-0.51,8801.60,272.78M,-1.74,17495.09,639.13M,-1.53,8148.40,57.45M,-0.70,4775.20,742.68M,-1.54,3490.55,24.72M,-0.62,2215.77,6.01M,-0.71,1345.44,97.74M,-1.01,1886.84,-,-0.21,902.64,-,1.89,1793.43,30.96M,1.77,27134.17,-,-0.27,781.39,569.67M,2.45,,,,,,,16642.23,1.11B,0.48,5318.90,511.38M,0.76,2938.68,17.20B,0.46,10344.91,12.20B,0.69,9655.50,-,0.61,400.65,-,0.48,20947.24,1.93B,0.42,8587.36,1.45B,0.37,1436.43,9.54B,0.87,4853.92,2.69B,0.43,8220.80,390.65B,0.02,26843.03,13.40K,-0.00,621.05,40.28K,-0.02
2016-06-02,1985.11,474.23M,0.12,1548.45,26.29K,0.47,701.15,853.81K,0.16,17838.56,75.56M,0.27,2105.26,-,0.28,4971.36,386.10M,0.39,1170.58,-,0.65,13.63,-,-4.01,14136.99,159.51M,0.52,49887,3.63M,1.78,45508.31,191.57M,-0.11,10208.00,63.12M,0.03,6185.61,892.21M,-0.10,4466.00,96.51M,-0.21,3033.86,48.16M,-0.16,447.59,89.29M,0.18,8957.90,316.09M,0.46,17767.30,606.48M,-0.24,8205.82,52.05M,0.25,4850.00,583.05M,-0.01,3512.48,26.21M,0.23,2231.54,5.84M,0.42,1359.14,85.36M,0.18,1890.78,-,-0.13,885.93,-,-0.52,1762.28,28.05M,0.16,27208.42,-,0.81,762.72,450.95M,-0.99,1444.86,44.31M,0.31,6488.79,157.96M,0.48,16562.55,1.43B,-2.32,5278.90,564.82M,-0.83,2925.23,15.97B,0.40,10274.02,10.65B,0.64,9596.97,-,-0.14,398.74,-,0.33,20859.22,2.05B,0.47,8556.02,1.71B,-0.48,1424.06,10.44B,0.59,4833.23,2.82B,-0.13,8218.95,187.32B,0.48,26843.14,11.37K,0.48,621.18,43.21K,0.29
2016-06-01,1982.72,502.29M,-0.03,1541.27,27.32K,0.02,700.03,711.43K,0.23,17789.67,78.53M,0.01,2099.33,-,0.11,4952.25,423.30M,0.08,1163.04,-,0.71,14.20,-,0.07,14063.54,197.73M,-0.02,49013,3.39M,1.12,45557.61,214.55M,0.22,10204.44,79.53M,-0.57,6191.93,887.24M,-0.62,4475.39,95.27M,-0.67,3038.77,50.91M,-0.81,446.78,92.66M,-0.24,8916.90,264.05M,-1.30,17810.85,655.81M,-1.19,8185.53,53.81M,-0.38,4850.38,783.21M,-2.17,3504.27,29.61M,-0.28,2222.12,7.57M,-1.71,1356.75,104.05M,-0.93,1893.18,-,-0.31,890.52,-,-1.53,1759.49,30.31M,-2.70,26989.59,-,1.77,770.35,586.55M,-0.99,1440.45,27.03M,-0.27,6457.95,145.98M,0.15,16955.73,1.34B,-1.62,5323.20,589.01M,-1.03,2913.51,18.84B,-0.11,10209.14,13.02B,0.48,9610.53,-,-0.62,397.41,-,-0.19,20760.98,1.47B,-0.26,8597.16,1.71B,0.72,1415.76,9.11B,-0.60,4839.67,2.74B,0.89,8179.95,200.37B,0.24,26713.93,13.85K,0.17,619.38,35.11K,0.30
