date,germany-1_close,germany-1_var,u.s.-1_close,u.s.-1_var,brazil-1_close,brazil-1_var,switzerland-1_close,switzerland-1_var,uk-1_close,uk-1_var,italy-1_close,italy-1_var,japan-1_close,japan-1_var,china-1_close,china-1_var,canada-1_close,canada-1_var,france-1_close,france-1_var,south-korea-1_close,south-korea-1_var,australia-1_close,australia-1_var,germany-10_close,germany-10_var,u.s.-10_close,u.s.-10_var,brazil-10_close,brazil-10_var,switzerland-10_close,switzerland-10_var,uk-10_close,uk-10_var,italy-10_close,italy-10_var,japan-10_close,japan-10_var,china-10_close,china-10_var,canada-10_close,canada-10_var,france-10_close,france-10_var,south-korea-10_close,south-korea-10_var,australia-10_close,australia-10_var
2021-03-11,-0.626,0.00,0.0810,-5.81,4.730,2.27,-0.770,1.32,0.0020,-125.00,-0.428,0.94,-0.129,2.38,2.579,-0.08,0.175,0.00,-0.595,0.68,0.616,0.16,0.055,1.85,-0.3310,6.43,1.535,0.92,8.160,-1.57,-0.309,52.22,0.7360,2.94,0.607,-11.00,0.105,-13.22,3.249,-0.12,1.444,2.34,-0.091,51.84,2.028,-0.44,1.685,-2.38
2021-03-10,-0.626,0.48,0.0860,-3.37,4.625,0.54,-0.760,0.00,-0.0080,-157.14,-0.424,-0.47,-0.126,1.20,2.581,0.16,0.175,-16.67,-0.591,0.34,0.615,0.16,0.054,-1.82,-0.3110,2.64,1.521,-0.45,8.290,0.12,-0.203,-16.80,0.7150,-1.65,0.682,-2.43,0.121,-6.92,3.253,-0.12,1.411,-2.42,-0.060,6.22,2.037,0.10,1.726,-3.25
2021-03-09,-0.623,-0.48,0.0890,5.95,4.600,1.32,-0.760,10.14,0.0140,-17.65,-0.426,0.24,-0.124,2.89,2.577,0.12,0.210,-2.33,-0.589,0.17,0.614,1.82,0.055,5.77,-0.3030,8.21,1.528,-4.67,8.280,2.86,-0.244,20.79,0.7270,-3.71,0.699,-8.27,0.130,17.12,3.257,0.06,1.446,-5.12,-0.056,78.16,2.035,0.54,1.784,0.68
2021-03-08,-0.626,-0.79,0.0840,3.45,4.540,1.11,-0.690,-13.75,0.0170,-361.54,-0.425,1.92,-0.121,-5.84,2.574,-0.23,0.215,10.26,-0.588,4.26,0.603,0.00,0.052,36.84,-0.2800,-7.89,1.603,0.23,8.050,-2.07,-0.202,0.50,0.7550,-0.26,0.762,-1.30,0.111,18.09,3.255,-0.46,1.524,1.46,-0.032,-31.60,2.024,1.45,1.772,-1.88
2021-03-07,,,0.0812,0.25,,,-0.800,14.29,-0.0065,-61.76,,,-0.128,-4.10,,,,,,,0.603,0.00,0.038,4.11,,,1.599,1.44,,,,,,,,,0.094,4.44,,,,,,,1.995,0.00,1.806,1.29
2021-03-06,,,,,,,-0.700,-5.41,-0.0170,-221.43,,,,,,,,,,,0.603,0.00,0.036,-32.41,,,,,,,,,0.7570,0.66,,,,,,,,,,,1.995,0.20,1.783,-2.67
2021-03-05,-0.631,-0.94,0.0810,2.53,4.490,2.05,-0.740,-1.33,0.0140,600.00,-0.417,-0.24,-0.134,5.93,2.580,0.00,0.195,8.33,-0.564,-6.00,0.603,-4.74,0.054,-5.26,-0.3040,-2.25,1.577,1.25,8.220,-3.69,-0.201,-24.15,0.7520,2.73,0.772,2.12,0.090,-33.82,3.270,-0.03,1.502,-0.40,-0.046,-27.36,1.991,0.96,1.832,1.72
2021-03-04,-0.637,3.24,0.0790,0.00,4.400,-4.86,-0.750,7.14,0.0020,-66.67,-0.418,2.20,-0.126,7.20,2.580,0.47,0.180,-2.70,-0.600,0.33,0.633,3.94,0.057,3.64,-0.3110,4.71,1.557,4.91,8.535,-1.33,-0.265,3.11,0.7320,-6.27,0.756,-0.40,0.136,14.29,3.271,0.15,1.508,6.50,-0.064,55.12,1.972,1.02,1.801,6.00
2021-03-03,-0.617,-1.59,0.0790,3.95,4.625,-0.64,-0.700,-7.89,0.0060,-250.00,-0.409,-0.49,-0.118,-7.09,2.568,-0.27,0.185,15.63,-0.598,5.65,0.609,-1.46,0.055,-9.84,-0.2970,-14.66,1.484,6.15,8.650,4.22,-0.257,2.39,0.7810,13.35,0.759,10.64,0.119,-5.56,3.266,0.25,1.416,6.87,-0.041,-60.77,1.952,-0.71,1.699,1.19
2021-03-02,-0.627,1.62,0.0760,0.00,4.655,5.32,-0.760,2.70,-0.0040,-111.11,-0.411,-1.20,-0.127,2.42,2.575,0.23,0.160,-15.79,-0.566,-4.71,0.618,-0.16,0.061,5.17,-0.3480,4.50,1.398,-1.92,,,-0.251,26.77,0.6890,-8.98,0.686,3.31,0.126,-15.44,3.258,0.00,1.325,-1.27,-0.105,8.40,1.966,-0.20,1.679,1.88
2021-03-01,-0.617,1.31,0.0760,-6.40,4.420,2.55,-0.740,5.71,0.0360,30.91,-0.416,22.35,-0.124,-0.40,2.569,-4.75,0.190,11.76,-0.594,1.37,0.619,0.00,0.058,3.57,-0.3330,29.57,1.426,2.21,8.300,1.34,-0.198,0.51,0.7570,-8.02,0.664,-13.88,0.149,6.43,3.258,-0.94,1.342,-1.11,-0.096,1790.20,1.970,0.00,1.648,-4.44
2021-02-28,,,0.0812,2.78,,,-0.700,0.00,0.0275,3.77,,,-0.124,-1.58,,,,,,,0.619,0.00,0.056,-8.20,,,1.395,-0.85,,,,,,,,,0.140,-15.15,,,,,,,1.970,0.00,,
2021-02-27,,,,,,,-0.700,-2.78,0.0265,-36.90,,,,,,,,,,,0.619,0.00,0.061,8.93,,,,,,,,,,,,,,,,,,,,,1.970,0.51,1.724,-1.85
2021-02-26,-0.609,0.16,0.0790,-11.24,4.310,4.11,-0.720,-10.00,0.0420,16.67,-0.340,5.92,-0.126,15.53,2.697,1.28,0.170,-19.05,-0.586,11.41,0.619,0.65,0.056,1.82,-0.2570,13.22,1.407,-8.08,8.190,0.61,-0.197,26.28,0.8230,4.57,0.771,-4.10,0.165,17.02,3.289,-0.06,1.357,-7.44,-0.005,-118.35,1.960,4.20,1.757,1.56
2021-02-25,-0.608,-0.49,0.0890,17.11,4.140,0.85,-0.800,0.00,0.0360,-190.00,-0.321,-18.32,-0.109,-5.19,2.663,0.99,0.210,31.25,-0.526,-12.33,0.615,-0.32,0.055,17.02,-0.2270,-25.33,1.530,11.52,8.140,0.25,-0.156,-32.76,0.7870,7.22,0.804,15.35,0.141,17.50,3.291,0.83,1.466,11.48,0.028,-168.64,1.881,1.62,1.730,7.12
2021-02-24,-0.611,-0.16,0.0760,2.70,4.105,-1.32,-0.800,5.26,-0.0400,122.22,-0.393,0.77,-0.116,-2.94,2.637,-2.15,0.160,-8.57,-0.600,0.00,0.617,-0.80,0.047,-2.08,-0.3040,-4.70,1.372,2.16,8.120,1.12,-0.232,-9.73,0.7340,2.23,0.697,7.89,0.120,3.00,3.264,-0.12,1.315,5.62,-0.041,-36.42,1.851,-3.09,1.615,3.59
2021-02-23,-0.612,-2.08,0.0740,32.14,4.160,0.00,-0.760,10.14,-0.0180,5.88,-0.390,-2.01,-0.119,-2.06,2.695,-1.61,0.175,2.94,-0.600,-0.50,0.622,-0.48,0.048,2.13,-0.3190,-7.80,1.343,-1.86,8.030,0.00,-0.257,-4.46,0.7180,5.43,0.646,7.85,0.116,0.43,3.268,-0.21,1.245,1.14,-0.064,-36.30,1.910,-0.57,1.559,-0.32
2021-02-22,-0.625,0.00,0.0560,0.36,4.160,3.74,-0.690,-1.43,-0.0170,161.54,-0.398,1.79,-0.122,-0.41,2.739,1.39,0.170,0.00,-0.603,5.98,0.625,0.00,0.047,38.24,-0.3460,10.54,1.369,0.51,8.030,3.75,-0.269,13.98,0.6810,-2.23,0.599,-4.16,0.116,5.94,3.275,-0.71,1.231,1.48,-0.100,60.51,1.921,2.34,1.564,2.02
2021-02-21,,,0.0558,-0.36,,,-0.700,6.06,-0.0065,0.00,,,-0.122,-1.21,,,,,,,0.625,0.00,0.034,-24.44,,,1.362,1.65,,,,,,,,,0.109,9.50,,,,,,,1.877,0.00,1.533,2.00
2021-02-20,,,,,,,-0.660,-4.35,-0.0065,-84.15,,,,,2.701,-1.04,,,,,0.625,0.00,0.045,-10.00,,,,,,,,,0.6965,-0.50,,,,,3.299,0.93,,,,,1.877,0.11,1.503,7.05
2021-02-19,-0.625,-0.79,0.0560,0.00,4.010,0.00,-0.690,-9.21,-0.0410,925.00,-0.391,3.44,-0.123,-1.59,2.730,-3.02,0.170,13.33,-0.569,-0.87,0.625,0.16,0.050,-5.66,-0.3130,-8.48,1.340,3.27,7.740,0.00,-0.236,-9.23,0.7000,12.36,0.625,-4.58,0.100,9.89,3.268,-1.27,1.213,5.66,-0.062,-24.67,1.875,1.13,1.404,2.11
2021-02-18,-0.630,0.00,0.0560,-17.65,4.010,1.13,-0.760,0.00,-0.0040,-92.31,-0.378,-5.50,-0.125,-0.79,2.815,1.70,0.150,-3.23,-0.574,-0.52,0.624,0.00,0.053,23.26,-0.3420,-5.79,1.297,1.19,7.740,0.39,-0.260,-6.81,0.6230,8.73,0.655,11.97,0.091,-9.00,3.310,1.44,1.148,3.42,-0.083,-36.63,1.854,-0.43,1.375,-1.79
2021-02-17,-0.630,-1.56,0.0680,0.00,3.965,0.00,-0.760,-2.56,-0.0520,36.84,-0.400,-3.38,-0.126,2.85,,,0.155,10.71,-0.577,-0.52,0.624,0.00,0.043,-2.27,-0.3630,4.01,1.282,-2.18,7.710,0.00,-0.279,22.37,0.5730,-8.17,0.585,2.81,0.100,25.00,,,1.110,-1.42,-0.131,8.03,1.862,0.65,1.400,5.42
2021-02-16,-0.640,0.79,0.0680,-0.73,,,-0.780,-2.50,-0.0380,-20.83,-0.414,-1.90,-0.123,-3.53,,,0.140,16.67,-0.580,-7.20,0.624,-0.64,0.044,0.00,-0.3490,-9.11,1.311,4.85,,,-0.228,-20.00,0.6240,9.09,0.569,7.56,0.080,5.26,,,1.126,8.90,-0.121,-21.56,1.850,-1.18,1.328,1.30
2021-02-15,-0.635,0.00,0.0685,3.79,,,-0.800,14.29,-0.0480,-21.31,-0.422,-2.09,-0.127,-1.92,,,,,-0.625,-1.57,0.628,0.00,0.044,62.96,-0.3840,-10.70,1.250,3.32,,,-0.285,-13.90,0.5720,10.00,0.529,8.85,0.076,12.59,,,,,-0.154,-22.34,1.872,2.30,1.311,2.74
2021-02-14,,,,,,,-0.700,0.00,-0.0610,20.79,,,-0.130,-1.89,,,,,,,0.628,0.00,0.027,-3.57,,,,,,,,,,,,,0.068,3.85,,,,,,,1.830,0.00,1.276,1.03
2021-02-13,,,,,,,-0.700,-9.09,-0.0505,7.45,,,,,,,,,,,0.628,0.00,0.028,-37.78,,,,,,,,,,,,,,,,,,,,,1.830,0.00,1.263,3.61
2021-02-12,-0.635,-0.16,0.0660,-7.04,3.965,0.89,-0.770,0.00,-0.0470,62.07,-0.431,0.00,-0.132,5.16,,,0.120,0.00,-0.635,0.00,0.628,0.00,0.045,7.14,-0.4300,-6.11,1.210,3.87,7.710,1.18,-0.331,-7.80,0.5200,10.40,0.486,7.05,0.065,-7.80,,,1.034,3.40,-0.198,-14.53,1.830,0.00,1.219,2.09
2021-02-11,-0.636,-0.63,0.0710,0.00,3.930,0.00,-0.770,-1.28,-0.0290,-30.95,-0.431,0.70,-0.126,2.86,,,0.120,0.00,-0.635,6.72,0.628,0.00,0.042,-12.50,-0.4580,4.57,1.165,3.61,7.620,-1.99,-0.359,6.85,0.4710,-3.68,0.454,-10.10,0.071,-7.24,,,1.000,1.21,-0.232,9.85,1.830,-0.05,1.194,-2.29
2021-02-10,-0.640,0.00,0.0710,-4.05,3.930,-1.01,-0.780,-2.50,-0.0420,-10.64,-0.428,0.47,-0.123,-4.30,2.768,-1.46,0.120,0.00,-0.595,0.17,0.628,0.00,0.048,0.00,-0.4380,-2.23,1.124,-3.10,7.775,1.90,-0.336,-0.88,0.4890,5.62,0.505,-2.32,0.076,8.57,3.263,0.09,0.988,-1.00,-0.211,-5.12,1.831,1.05,1.222,-1.45
2021-02-09,-0.640,-3.03,0.0740,12.12,3.970,-1.12,-0.800,2.56,-0.0470,-4.08,-0.426,-0.47,-0.128,-1.54,2.809,0.36,0.120,0.00,-0.594,1.54,0.628,0.00,0.048,2.13,-0.4480,1.13,1.160,-1.32,7.630,1.73,-0.339,-5.04,0.4630,-2.94,0.517,1.17,0.070,6.06,3.260,0.34,0.998,-1.48,-0.223,-1.81,1.812,-0.55,1.240,-1.74
2021-02-08,-0.660,3.13,0.0660,-7.04,4.015,0.12,-0.780,-2.50,-0.0490,345.45,-0.428,0.71,-0.130,4.84,2.799,1.78,0.120,20.00,-0.585,1.21,0.628,1.95,0.047,32.39,-0.4430,0.00,1.176,0.15,7.500,0.00,-0.357,0.85,0.4770,-2.05,0.511,-5.89,0.066,14.78,3.249,0.32,1.013,1.40,-0.227,0.76,1.822,2.24,1.262,1.94
2021-02-07,,,0.0710,12.70,,,-0.800,0.00,-0.0110,2100.00,,,-0.124,-3.13,2.750,-1.79,,,,,0.616,0.00,0.036,-27.55,,,1.174,0.44,,,,,,,,,0.058,-8.73,3.239,-0.20,,,,,1.782,0.00,1.238,-0.56
2021-02-06,,,,,,,-0.800,1.27,-0.0005,-98.21,,,,,,,,,,,0.616,0.00,0.049,0.00,,,,,,,,,,,,,,,,,,,,,1.782,-0.61,1.245,3.66
2021-02-05,-0.640,-0.16,0.0630,-11.27,4.010,1.65,-0.790,-1.25,-0.0280,-40.43,-0.425,-3.85,-0.128,0.39,2.800,1.45,0.100,-16.67,-0.578,-7.22,0.616,-0.48,0.049,-5.77,-0.4430,-2.85,1.169,2.90,7.500,1.21,-0.354,-8.76,0.4870,10.18,0.543,-0.91,0.063,10.53,3.245,0.28,0.999,3.63,-0.225,-4.86,1.793,-0.11,1.201,-2.44
2021-02-04,-0.641,-4.33,0.0710,-6.58,3.945,1.15,-0.800,0.00,-0.0470,-54.37,-0.442,1.84,-0.127,2.82,2.760,0.66,0.120,-11.11,-0.623,7.04,0.619,0.00,0.052,15.56,-0.4560,-2.36,1.136,-0.29,7.410,1.23,-0.388,-6.05,0.4420,19.46,0.548,-6.48,0.057,3.64,3.236,0.65,0.964,1.58,-0.236,-1.95,1.795,1.53,1.231,4.23
2021-02-03,-0.670,-0.74,0.0760,-6.17,3.900,-0.38,-0.800,0.00,-0.1030,-11.21,-0.434,5.08,-0.124,2.48,2.742,1.07,0.135,12.50,-0.582,-5.83,0.619,-1.28,0.045,-6.25,-0.4670,-4.30,1.139,4.07,7.320,-3.49,-0.413,-0.96,0.3700,5.41,0.586,-10.67,0.055,7.84,3.215,0.41,0.949,4.86,-0.241,3.79,1.768,0.57,1.181,1.72
2021-02-02,-0.675,4.65,0.0810,2.53,3.915,0.64,-0.800,0.00,-0.1160,-1.69,-0.413,2.74,-0.121,-1.63,2.713,-0.99,0.120,9.09,-0.618,0.00,0.627,-1.42,0.048,4.35,-0.4880,-4.87,1.095,1.44,7.585,1.54,-0.417,-4.14,0.3510,9.35,0.656,5.13,0.051,-15.00,3.202,0.53,0.905,2.49,-0.232,-7.85,1.758,-2.55,1.161,3.85
2021-02-01,-0.645,0.78,0.0790,-13.47,3.890,0.13,-0.800,0.00,-0.1180,-23700.00,-0.402,2.29,-0.123,2.50,2.740,-3.18,0.110,-8.33,-0.618,0.49,0.636,0.00,0.046,35.29,-0.5130,-1.35,1.079,0.79,7.470,-1.45,-0.435,-1.81,0.3210,-2.43,0.624,-2.95,0.060,6.19,3.185,-1.30,0.883,-0.67,-0.252,-4.29,1.804,2.21,1.118,-0.09
2021-01-31,,,0.0913,8.69,,,-0.800,8.11,0.0005,0.00,,,-0.120,-2.83,,,,,,,0.636,0.00,0.034,0.00,,,1.071,0.00,,,,,,,,,0.056,10.78,,,,,,,1.765,0.00,1.119,-0.97
2021-01-30,,,,,,,-0.740,-7.50,0.0005,-100.40,,,,,,,,,,,0.636,0.00,0.034,-30.61,,,,,,,,,,,,,,,,,,,,,1.765,-0.17,1.130,3.48
2021-01-29,-0.640,-0.78,0.0840,-2.33,3.885,-3.48,-0.800,2.56,-0.1260,-10.64,-0.393,0.00,-0.123,-3.14,2.830,2.95,0.120,0.00,-0.615,5.31,0.636,-2.15,0.049,-2.00,-0.5200,-4.06,1.071,1.80,7.580,-0.79,-0.443,-4.53,0.3290,13.45,0.643,0.63,0.051,37.84,3.227,0.66,0.889,9.21,-0.264,-13.35,1.768,0.23,1.092,3.70
2021-01-28,-0.645,0.00,0.0860,-5.49,4.025,0.50,-0.780,-2.50,-0.1410,14.63,-0.393,0.77,-0.127,0.00,2.749,1.55,0.120,-7.69,-0.584,-5.81,0.650,-2.69,0.050,8.70,-0.5420,-1.28,1.052,3.85,7.640,-1.04,-0.464,-0.85,0.2900,7.81,0.639,2.90,0.037,5.71,3.206,1.07,0.814,2.52,-0.304,-1.01,1.764,0.40,1.053,-0.57
2021-01-27,-0.645,0.00,0.0910,0.00,4.005,-1.35,-0.800,0.00,-0.1230,-1.60,-0.390,2.36,-0.127,-6.25,2.707,2.77,0.130,0.00,-0.620,8.77,0.668,1.67,0.046,-20.69,-0.5490,3.39,1.013,-1.97,7.720,-0.52,-0.468,2.63,0.2690,0.75,0.621,0.65,0.035,16.67,3.172,-0.16,0.794,-2.93,-0.307,2.06,1.757,-0.73,1.059,2.27
2021-01-26,-0.645,1.74,0.0910,0.00,4.060,1.88,-0.800,2.56,-0.1250,5.04,-0.381,1.87,-0.136,-2.51,2.634,2.37,0.130,0.00,-0.570,-6.10,0.657,0.15,0.058,26.09,-0.5310,-3.45,1.033,0.00,7.760,-3.29,-0.456,-2.56,0.2670,1.14,0.617,-4.64,0.030,-16.67,3.177,1.28,0.818,0.62,-0.301,-4.44,1.770,-0.56,1.036,-4.03
2021-01-25,-0.634,3.26,0.0910,-12.50,,,-0.780,11.43,-0.1190,23700.00,-0.374,6.55,-0.140,0.00,2.573,-0.77,0.130,-3.70,-0.607,8.98,0.656,0.15,0.046,39.39,-0.5500,7.21,1.033,-5.73,8.024,-0.38,-0.468,6.36,0.2640,-12.87,0.647,-9.38,0.036,12.50,3.137,-0.57,0.813,-3.90,-0.315,13.35,1.780,1.42,1.079,1.22
2021-01-24,,,0.1040,10.64,,,-0.700,-2.78,-0.0005,-99.60,,,-0.140,0.72,,,,,,,0.655,0.00,0.033,6.45,,,1.096,0.94,,,,,,,,,0.032,-21.95,,,,,,,1.755,0.00,1.066,0.47
2021-01-23,,,,,,,-0.720,2.86,,,,,,,,,,,,,0.655,0.00,0.031,-36.73,,,,,,,,,,,,,,,,,,,,,1.755,-0.23,1.061,-2.12
2021-01-22,-0.614,-2.07,0.0940,-2.08,3.985,1.27,-0.700,-12.50,-0.1250,10.62,-0.351,-3.57,-0.139,1.47,2.593,0.89,0.135,12.50,-0.557,-0.71,0.655,0.00,0.049,-3.92,-0.5130,3.01,1.086,-2.14,8.055,3.07,-0.440,2.09,0.3030,-8.46,0.714,9.17,0.041,28.12,3.155,0.25,0.846,-3.09,-0.278,3.50,1.759,2.99,1.084,3.83
2021-01-21,-0.627,-0.32,0.0960,-3.03,3.935,1.68,-0.800,2.56,-0.1130,1.80,-0.364,-11.00,-0.137,-3.53,2.570,-0.16,0.120,0.00,-0.561,-0.71,0.655,0.00,0.051,13.33,-0.4980,-5.86,1.109,3.01,7.815,3.17,-0.431,-6.91,0.3310,9.97,0.654,11.79,0.032,-13.51,3.147,-1.13,0.873,5.18,-0.269,-9.87,1.708,0.29,1.044,-0.38
2021-01-20,-0.629,-1.72,0.0990,-1.98,3.870,0.78,-0.780,-2.50,-0.1110,-1.77,-0.409,-1.68,-0.141,8.02,2.574,0.16,0.120,-4.00,-0.565,-6.61,0.655,2.34,0.045,-10.00,-0.5290,0.38,1.077,-1.39,7.575,0.80,-0.463,11.03,0.3010,3.79,0.585,4.46,0.037,-15.91,3.183,0.22,0.830,3.49,-0.298,-2.01,1.703,-0.47,1.048,-0.85
2021-01-19,-0.640,-0.16,0.1010,-0.49,3.840,17.43,-0.800,-3.61,-0.1130,9.71,-0.416,5.32,-0.131,-0.38,2.570,1.06,0.125,-3.85,-0.605,0.83,0.640,0.00,0.050,13.64,-0.5270,0.38,1.092,-0.77,7.515,0.74,-0.417,-10.32,0.2900,0.00,0.560,-7.28,0.044,-10.20,3.176,0.03,0.802,-0.99,-0.304,-0.20,1.711,-0.23,1.057,2.32
2021-01-18,-0.641,4.23,0.1015,0.50,3.270,-2.39,-0.830,1.22,-0.1030,-5.50,-0.395,-2.47,-0.132,3.14,2.543,4.52,0.130,0.00,-0.600,3.99,0.640,0.16,0.044,33.33,-0.5250,-3.14,1.100,1.25,7.460,-0.67,-0.465,-1.06,0.2900,1.05,0.604,3.60,0.049,2.08,3.175,0.70,0.810,0.62,-0.305,-3.94,1.715,-0.87,1.033,0.00
2021-01-17,,,,,,,-0.820,9.33,,,,,-0.127,-4.85,,,,,,,0.639,0.00,0.033,-34.00,,,,,,,,,,,,,0.048,54.84,,,,,,,1.730,0.00,1.033,-2.18
2021-01-16,,,,,,,-0.750,0.00,,,,,,,,,,,,,0.639,0.00,,,,,,,,,,,,,,,,,,,,,,,1.730,-0.06,,
2021-01-15,-0.615,-1.13,0.1010,2.02,3.350,-13.21,-0.750,-6.25,-0.1090,5.83,-0.405,2.02,-0.134,0.37,2.433,1.46,0.130,0.00,-0.577,-0.69,0.639,0.00,0.050,6.38,-0.5420,-1.09,1.087,-3.75,7.510,-1.83,-0.470,-1.26,0.2870,-2.38,0.583,-4.27,0.031,0.00,3.153,0.41,0.805,-5.96,-0.317,-3.32,1.731,-0.17,1.056,-0.75
2021-01-14,-0.622,1.63,0.0990,-1.98,,,-0.800,0.00,-0.1030,-37.20,-0.397,-7.03,-0.133,2.30,2.398,1.40,0.130,-7.14,-0.581,1.93,0.639,0.00,0.047,6.82,-0.5480,4.58,1.129,3.44,7.650,-0.52,-0.476,2.59,0.2940,-5.16,0.609,9.34,0.031,3.33,3.140,0.22,0.856,5.81,-0.328,5.43,1.734,0.87,1.064,-1.30
2021-01-13,-0.612,1.32,0.1010,-2.88,3.860,20.81,-0.800,0.00,-0.1640,2.50,-0.427,9.49,-0.131,2.35,2.365,-3.47,0.140,0.00,-0.570,0.53,0.639,0.00,0.044,-13.73,-0.5240,11.73,1.092,-3.31,7.690,0.26,-0.464,9.69,0.3100,-12.68,0.557,-12.97,0.030,-3.23,3.133,-1.04,0.809,-3.80,-0.311,21.19,1.719,0.06,1.078,-2.88
2021-01-12,-0.604,-1.15,0.1040,0.00,3.195,-2.44,-0.800,0.00,-0.1600,44.14,-0.390,-14.29,-0.127,4.51,2.450,-1.49,0.140,7.69,-0.567,-7.20,0.639,0.95,0.051,0.00,-0.4690,-4.48,1.129,-1.33,7.670,0.39,-0.423,-0.94,0.3550,13.78,0.640,18.52,0.031,-12.68,3.166,-0.22,0.841,-0.24,-0.257,-10.46,1.718,1.48,1.110,1.83
2021-01-11,-0.611,-4.08,0.1040,0.00,3.275,4.30,-0.800,8.11,-0.1110,131.25,-0.455,-3.81,-0.122,-0.81,2.487,-0.60,0.130,-10.34,-0.611,7.19,0.633,0.00,0.051,34.21,-0.4910,-5.03,1.144,2.29,7.640,3.24,-0.427,-8.37,0.3120,9.67,0.540,8.43,0.036,0.00,3.173,-0.84,0.843,3.44,-0.287,-9.42,1.693,-1.57,1.090,-0.55
2021-01-10,,,0.1040,2.97,,,-0.740,0.00,-0.0480,-66.55,,,,,,,,,,,0.633,0.00,0.038,0.00,,,1.119,0.00,,,,,,,,,,,,,,,,,1.720,0.00,1.096,-0.18
2021-01-09,,,,,,,-0.740,0.00,-0.1435,102.11,,,,,,,,,,,0.633,0.00,0.038,-32.14,,,,,,,,,0.2845,-1.22,,,,,,,,,,,1.720,-0.75,1.098,0.64
2021-01-08,-0.637,0.31,0.1010,-5.61,3.140,3.80,-0.740,-7.50,-0.0710,-38.79,-0.473,0.42,-0.123,2.50,2.502,-0.60,0.145,20.83,-0.570,-1.38,0.633,-0.47,0.056,9.80,-0.5170,-5.31,1.119,3.47,7.400,1.79,-0.466,-4.70,0.2880,0.70,0.498,-6.21,0.036,2.86,3.200,0.44,0.815,2.64,-0.317,0.57,1.733,0.46,1.091,4.00
2021-01-07,-0.635,3.76,0.1070,-1.83,3.025,2.89,-0.800,0.00,-0.1160,11.54,-0.471,0.43,-0.120,2.13,2.517,-4.04,0.120,-25.00,-0.578,-6.32,0.636,0.16,0.051,2.00,-0.5460,0.00,1.081,4.07,7.270,3.27,-0.489,1.24,0.2860,16.26,0.531,-1.85,0.035,84.21,3.186,0.03,0.794,4.75,-0.315,-1.44,1.725,-0.35,1.049,4.07
2021-01-06,-0.612,-7.55,0.1090,7.92,2.940,-13.91,-0.800,0.00,-0.1040,23.81,-0.469,0.00,-0.117,-4.86,2.623,-2.20,0.160,18.52,-0.617,8.25,0.635,-0.16,0.050,2.04,-0.5460,-6.51,1.039,8.80,7.040,2.92,-0.483,-8.17,0.2460,15.49,0.541,1.69,0.019,72.73,3.185,-0.56,0.758,6.31,-0.319,-4.03,1.731,2.43,1.008,6.67
2021-01-05,-0.662,-1.49,0.1010,-2.88,3.415,20.46,-0.800,0.00,-0.0840,-27.59,-0.469,1.52,-0.123,-3.52,2.682,0.22,0.135,-15.62,-0.570,-4.20,0.636,-2.30,0.049,4.26,-0.5840,-2.50,0.955,4.00,6.840,-0.55,-0.526,0.96,0.2130,22.41,0.532,2.31,0.011,-47.62,3.203,-0.47,0.713,5.32,-0.333,-9.10,1.690,-1.80,0.945,-5.31
2021-01-04,-0.672,-8.82,0.1040,-6.81,2.835,-0.11,-0.800,0.00,-0.1160,-24.92,-0.462,2980.00,-0.128,2.81,2.676,-0.89,0.160,0.00,-0.595,-11.06,0.651,-0.91,0.047,32.39,-0.5990,4.72,0.918,-1.25,6.878,-0.32,-0.521,7.20,0.1740,-7.69,0.520,3.38,0.021,35.48,3.218,0.47,0.677,0.30,-0.366,6.71,1.721,-0.06,0.998,2.89
2021-01-03,,,0.1116,-0.36,,,-0.800,8.11,-0.1545,3.69,,,-0.124,0.40,,,,,,,0.657,0.00,0.036,1.43,,,0.930,1.45,,,,,0.1885,-1.57,,,0.015,-26.19,,,,,,,1.722,0.00,0.970,-0.31
2021-01-02,,,,,,,-0.740,0.00,-0.1490,18.25,,,,,,,,,,,0.657,0.00,0.035,0.00,,,,,,,,,0.1915,-2.30,,,,,,,,,,,1.722,0.00,0.973,0.00
2021-01-01,-0.737,1.52,,,,,-0.740,-1.33,,,-0.015,-96.79,,,,,,,-0.669,9.49,0.657,0.00,0.035,-27.08,-0.5720,-0.52,,,,,,,,,0.503,-3.45,,,,,,,-0.343,0.00,1.722,0.00,0.973,-0.51
2020-12-31,-0.726,0.41,0.1120,0.00,2.838,-0.60,-0.750,-6.25,-0.1260,3.28,-0.467,0.43,,,2.700,-1.03,0.160,-4.76,-0.611,0.16,0.657,0.00,0.048,45.45,-0.5750,0.88,0.916,-1.07,6.900,0.00,,,0.1960,-7.11,0.521,-0.76,,,3.203,0.34,0.675,-4.39,-0.343,1.93,1.722,0.58,0.978,0.51
2020-12-30,-0.723,-0.28,0.1120,4.67,2.855,-1.21,-0.800,6.67,-0.1220,4.27,-0.465,-1.06,-0.124,-4.62,2.728,-0.55,0.168,-4.00,-0.610,0.66,0.657,-1.20,0.033,6.45,-0.5700,-1.04,0.926,-1.42,6.900,-0.72,-0.486,0.62,0.2110,-0.94,0.525,0.57,0.021,5.00,3.192,-0.41,0.706,-0.98,-0.336,-2.44,1.712,0.82,0.973,0.62
